what,kind,bundleId,bundleVersion,description,time
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1429411872467
java.vm.specification.vendor,sysinfo,,,"Oracle Corporation",1429411872467
java.vm.specification.version,sysinfo,,,"1.7",1429411872467
java.vm.vendor,sysinfo,,,"Oracle Corporation",1429411872467
java.vm.version,sysinfo,,,"23.7-b01",1429411872467
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1429412036070
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1429412036085
closed,view,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.internal.introview",1429412036104
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1429412037885
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1429412059975
executed,command,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.edit.text.openLocalFile",1429412060001
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1429412064067
started,bundle,org.eclipse.jdt.launching,3.5.200.v20110105_r362,"org.eclipse.jdt.launching",1429412064069
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1429412067068
